Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Transaction Date
TXN_8271025,juice,5.0,3.0,15.0,2023-03-09
TXN_4894699,cookie,2.0,1.0,2.0,2023-02-20
TXN_5427338,cake,3.0,3.0,6.0,2023-04-27
TXN_8631468,cake,1.0,3.0,3.0,2023-10-10
TXN_6315590,tea,5.0,1.5,7.5,2023-10-04
TXN_7825457,cake,5.0,3.0,15.0,2023-09-15
TXN_7468777,salad,1.0,5.0,5.0,2023-02-06
TXN_2378096,tea,3.0,1.5,4.5,2023-09-22
TXN_2627056,sandwich,4.0,4.0,16.0,2023-04-22
TXN_5062280,smoothie,4.0,4.0,16.0,2023-07-05
TXN_3620110,coffee,1.0,2.0,2.0,2023-06-01
TXN_7290923,salad,3.0,5.0,15.0,2023-02-09
TXN_7844687,cake,1.0,3.0,3.0,2023-02-06
TXN_1005331,coffee,1.0,2.0,2.0,2023-11-04
TXN_1579182,juice,5.0,3.0,15.0,2023-02-20
TXN_7311097,coffee,5.0,2.0,10.0,2023-08-05
TXN_1185118,unknown,5.0,3.0,8.0,2023-02-06
TXN_4836614,error,4.0,1.5,6.0,2023-04-03
TXN_7477271,tea,5.0,1.5,7.5,2023-07-12
TXN_6503052,juice,4.0,3.0,12.0,2023-04-21
TXN_6471268,smoothie,5.0,4.0,20.0,2023-02-10
TXN_3985301,smoothie,2.0,4.0,8.0,2023-02-06
TXN_6843517,sandwich,5.0,4.0,8.0,2023-01-02
TXN_9370304,smoothie,4.0,3.0,16.0,2023-09-01
TXN_9298053,juice,5.0,3.0,15.0,2023-06-29
TXN_1446862,cake,3.0,3.0,9.0,2023-09-26
TXN_4987246,cookie,3.0,1.0,8.0,2023-11-24
TXN_6271219,sandwich,3.0,4.0,12.0,2023-06-07
TXN_2614545,tea,1.0,1.5,1.5,2023-08-10
TXN_4917580,error,3.0,2.0,6.0,2023-03-08
TXN_6236864,tea,2.0,1.5,3.0,2023-08-17
TXN_7825648,coffee,1.0,2.0,2.0,2023-05-18
TXN_1853196,sandwich,1.0,4.0,4.0,2023-08-28
TXN_7201361,smoothie,3.0,4.0,12.0,2023-05-26
TXN_6902481,juice,3.0,3.0,9.0,2023-09-03
TXN_4041845,juice,5.0,3.0,15.0,2023-12-01
TXN_8861272,coffee,1.0,2.0,2.0,2023-03-27
TXN_7527954,cake,4.0,3.0,12.0,2023-12-09
TXN_2229365,sandwich,2.0,4.0,8.0,2023-09-07
TXN_5563675,tea,3.0,1.5,4.5,2023-01-01
TXN_7416770,juice,3.0,3.0,9.0,2023-04-08
TXN_6594187,tea,5.0,1.5,7.5,2023-02-06
TXN_8632098,salad,2.0,3.0,10.0,2023-01-06
TXN_3520908,sandwich,3.0,3.0,12.0,2023-08-01
TXN_7907499,juice,3.0,3.0,9.0,2023-04-18
TXN_8360073,cake,4.0,3.0,12.0,2023-06-15
TXN_4840295,juice,4.0,4.0,16.0,2023-02-02
TXN_4140167,coffee,2.0,2.0,4.0,2023-06-29
TXN_2690515,sandwich,2.0,4.0,8.0,2023-09-06
TXN_2080682,coffee,3.0,2.0,6.0,2023-05-02
TXN_8399341,tea,5.0,1.5,7.5,2023-03-22
TXN_5661891,salad,1.0,5.0,5.0,2023-10-28
TXN_3164212,smoothie,4.0,4.0,16.0,2023-11-14
TXN_3360401,unknown,2.0,1.5,3.0,2023-02-05
TXN_6036520,coffee,5.0,2.0,10.0,2023-09-15
TXN_1582958,coffee,2.0,2.0,4.0,2023-12-08
TXN_9834415,cookie,2.0,1.0,2.0,2023-12-28
TXN_7325430,coffee,2.0,2.0,4.0,2023-04-17
TXN_6440365,smoothie,2.0,4.0,8.0,2023-05-14
TXN_4002629,cake,5.0,3.0,15.0,2023-06-15
TXN_4244830,coffee,5.0,2.0,10.0,2023-04-24
TXN_2217038,tea,5.0,1.5,7.5,2023-06-12
TXN_6259827,cake,2.0,3.0,6.0,2023-06-14
TXN_6551087,smoothie,1.0,4.0,4.0,2023-05-02
TXN_1643039,cookie,3.0,1.0,3.0,2023-02-17
TXN_3683787,tea,5.0,3.0,7.5,2023-09-16
TXN_5765576,sandwich,5.0,4.0,20.0,2023-11-22
TXN_4155134,cookie,1.0,1.0,1.0,2023-05-07
TXN_1795044,coffee,2.0,2.0,4.0,2023-08-15
TXN_3328393,error,3.0,3.0,9.0,2023-04-16
TXN_2399870,salad,4.0,5.0,20.0,2023-04-08
TXN_8898121,tea,4.0,1.5,6.0,2023-03-26
TXN_4735392,smoothie,3.0,4.0,12.0,2023-04-04
TXN_8410712,juice,5.0,3.0,15.0,2023-10-23
TXN_8997048,juice,1.0,3.0,3.0,2023-12-05
TXN_6009395,sandwich,4.0,4.0,16.0,2023-07-20
TXN_3733753,sandwich,1.0,4.0,4.0,2023-03-10
TXN_4084548,salad,2.0,5.0,10.0,2023-07-21
TXN_7125945,cake,3.0,3.0,9.0,2023-01-30
TXN_6746140,cookie,5.0,1.0,5.0,2023-02-06
TXN_8103439,smoothie,1.0,4.0,4.0,2023-11-30
TXN_9474082,unknown,3.0,5.0,15.0,2023-03-22
TXN_2623927,sandwich,2.0,4.0,8.0,2023-01-27
TXN_8707598,juice,4.0,3.0,12.0,2023-10-22
TXN_2810554,unknown,1.0,3.0,3.0,2023-02-18
TXN_5435751,sandwich,1.0,4.0,4.0,2023-05-24
TXN_9991468,juice,4.0,3.0,12.0,2023-11-30
TXN_1339457,error,3.0,4.0,8.0,2023-05-23
TXN_5186460,juice,3.0,3.0,9.0,2023-11-07
TXN_8936782,juice,5.0,3.0,8.0,2023-04-01
TXN_6885561,smoothie,3.0,4.0,12.0,2023-06-24
TXN_4089089,smoothie,5.0,4.0,20.0,2023-10-26
TXN_6304285,cake,5.0,3.0,15.0,2023-11-16
TXN_7792996,salad,4.0,5.0,20.0,2023-12-20
TXN_3653328,cookie,4.0,1.0,4.0,2023-06-27
TXN_3003876,cookie,3.0,1.0,3.0,2023-08-27
TXN_4015634,tea,2.0,1.5,3.0,2023-06-28
TXN_8166394,juice,4.0,3.0,12.0,2023-12-22
TXN_1270603,juice,4.0,3.0,12.0,2023-12-03
TXN_8837886,smoothie,3.0,4.0,8.0,2023-04-20
TXN_1437275,coffee,3.0,2.0,6.0,2023-07-22
TXN_5791605,smoothie,3.0,4.0,12.0,2023-05-17
TXN_5836079,coffee,1.0,2.0,2.0,2023-07-14
TXN_2897115,unknown,3.0,2.0,6.0,2023-06-23
TXN_8916613,salad,4.0,5.0,20.0,2023-06-19
TXN_9251292,tea,2.0,1.5,3.0,2023-01-20
TXN_9639025,coffee,5.0,2.0,10.0,2023-12-06
TXN_7770253,coffee,5.0,2.0,10.0,2023-01-06
TXN_9196116,cake,2.0,3.0,6.0,2023-07-06
TXN_5405799,coffee,3.0,2.0,6.0,2023-08-13
TXN_1701500,smoothie,1.0,4.0,4.0,2023-01-05
TXN_6669163,cookie,3.0,1.0,1.0,2023-07-26
TXN_9695128,cake,1.0,3.0,3.0,2023-12-21
TXN_8700156,tea,4.0,3.0,6.0,2023-12-25
TXN_7192920,smoothie,4.0,4.0,16.0,2023-02-28
TXN_1866816,juice,3.0,3.0,9.0,2023-08-21
TXN_2423762,coffee,1.0,2.0,2.0,2023-08-12
TXN_4007506,salad,1.0,5.0,5.0,2023-01-19
TXN_4371760,smoothie,2.0,4.0,8.0,2023-01-12
TXN_4468830,smoothie,4.0,4.0,8.0,2023-11-10
TXN_1908100,juice,2.0,3.0,6.0,2023-04-17
TXN_3892344,cookie,2.0,1.0,2.0,2023-07-28
TXN_3023841,tea,3.0,1.5,4.5,2023-04-29
TXN_8793244,cake,4.0,3.0,12.0,2023-05-08
TXN_5764993,salad,3.0,5.0,8.0,2023-04-26
TXN_2376525,sandwich,5.0,4.0,20.0,2023-02-06
TXN_2628941,smoothie,1.0,4.0,4.0,2023-12-27
TXN_5206049,juice,3.0,3.0,3.0,2023-06-24
TXN_5448602,juice,3.0,3.0,9.0,2023-01-17
TXN_1346517,coffee,1.0,2.0,2.0,2023-03-20
TXN_9277534,smoothie,2.0,4.0,8.0,2023-04-25
TXN_4946991,cake,1.0,3.0,3.0,2023-04-17
TXN_9663098,juice,2.0,3.0,6.0,2023-06-10
TXN_2492586,salad,3.0,3.0,15.0,2023-05-17
TXN_2450799,tea,5.0,3.0,7.5,2023-11-26
TXN_6145837,cake,5.0,3.0,15.0,2023-08-27
TXN_3665727,cookie,1.0,1.0,1.0,2023-10-13
TXN_5067056,sandwich,1.0,4.0,4.0,2023-08-13
TXN_8453110,smoothie,3.0,4.0,12.0,2023-06-24
TXN_4954887,cookie,3.0,1.0,3.0,2023-06-11
TXN_4449173,juice,3.0,2.0,2.0,2023-04-05
TXN_6641409,unknown,5.0,4.0,20.0,2023-11-21
TXN_8626161,smoothie,3.0,4.0,12.0,2023-11-23
TXN_7099050,salad,3.0,5.0,15.0,2023-01-18
TXN_8938663,coffee,1.0,2.0,2.0,2023-09-09
TXN_5039624,cookie,4.0,1.0,4.0,2023-04-27
TXN_9565465,tea,3.0,1.5,4.5,2023-12-26
TXN_6301600,juice,4.0,3.0,12.0,2023-02-28
TXN_1529904,coffee,1.0,2.0,2.0,2023-02-06
TXN_4784128,sandwich,3.0,4.0,12.0,2023-08-27
TXN_5807634,sandwich,5.0,4.0,20.0,2023-05-23
TXN_5560205,coffee,3.0,2.0,6.0,2023-12-22
TXN_2193092,juice,4.0,3.0,12.0,2023-10-30
TXN_8191921,salad,3.0,5.0,15.0,2023-02-06
TXN_1833277,tea,2.0,1.5,3.0,2023-10-19
TXN_6346774,juice,3.0,3.0,9.0,2023-02-06
TXN_6119798,salad,1.0,5.0,5.0,2023-09-19
TXN_9793353,coffee,3.0,2.0,6.0,2023-08-21
TXN_5017895,salad,4.0,5.0,20.0,2023-09-25
TXN_4547995,cake,3.0,3.0,9.0,2023-11-30
TXN_7032256,sandwich,5.0,4.0,20.0,2023-03-13
TXN_2578309,smoothie,3.0,4.0,12.0,2023-05-05
TXN_2064360,coffee,4.0,2.0,8.0,2023-08-30
TXN_5508573,cake,1.0,3.0,3.0,2023-12-17
TXN_7125392,cookie,4.0,3.0,4.0,2023-07-05
TXN_2564219,salad,1.0,5.0,5.0,2023-07-18
TXN_1203954,sandwich,1.0,4.0,4.0,2023-08-12
TXN_4671054,unknown,3.0,5.0,20.0,2023-06-20
TXN_4488222,tea,3.0,1.5,4.5,2023-03-13
TXN_3103967,juice,2.0,3.0,6.0,2023-11-12
TXN_9853577,sandwich,2.0,4.0,8.0,2023-04-30
TXN_4349597,juice,4.0,3.0,12.0,2023-08-21
TXN_3353214,smoothie,5.0,4.0,20.0,2023-08-12
TXN_7122708,sandwich,5.0,3.0,20.0,2023-06-23
TXN_8788437,coffee,1.0,2.0,2.0,2023-11-19
TXN_1672443,coffee,1.0,2.0,2.0,2023-10-03
TXN_6277500,coffee,4.0,2.0,8.0,2023-01-09
TXN_6671827,salad,1.0,5.0,5.0,2023-08-09
TXN_4647042,sandwich,5.0,4.0,20.0,2023-04-25
TXN_1183212,juice,4.0,3.0,12.0,2023-06-30
TXN_8426712,cookie,3.0,1.0,3.0,2023-05-22
TXN_5894676,smoothie,5.0,4.0,20.0,2023-06-17
TXN_1411744,smoothie,4.0,4.0,16.0,2023-09-17
TXN_6610554,coffee,5.0,2.0,10.0,2023-10-28
TXN_6169248,juice,5.0,3.0,15.0,2023-08-12
TXN_1581997,salad,4.0,5.0,20.0,2023-08-26
TXN_4868913,cake,4.0,3.0,12.0,2023-06-30
TXN_8277553,tea,3.0,1.5,4.5,2023-09-26
TXN_4030197,salad,3.0,5.0,15.0,2023-03-05
TXN_7276927,coffee,5.0,3.0,10.0,2023-07-06
TXN_3912836,salad,1.0,5.0,5.0,2023-11-23
TXN_3833729,smoothie,4.0,4.0,16.0,2023-11-13
TXN_7054393,coffee,2.0,2.0,4.0,2023-05-30
TXN_1395083,juice,1.0,3.0,3.0,2023-07-08
TXN_8784653,smoothie,1.0,4.0,4.0,2023-09-12
TXN_3943666,juice,4.0,3.0,12.0,2023-03-15
TXN_8308672,salad,2.0,5.0,10.0,2023-01-01
TXN_3190959,tea,2.0,1.5,3.0,2023-12-16
TXN_6199016,juice,1.0,3.0,3.0,2023-02-14
TXN_9301279,smoothie,1.0,3.0,4.0,2023-05-27
TXN_8900751,sandwich,1.0,4.0,8.0,2023-01-30
TXN_6542877,juice,1.0,3.0,3.0,2023-12-06
TXN_5516804,sandwich,3.0,4.0,20.0,2023-09-26
TXN_6345733,coffee,1.0,2.0,2.0,2023-11-26
TXN_5834491,tea,3.0,1.5,4.5,2023-08-13
TXN_1667192,cake,4.0,3.0,12.0,2023-07-17
TXN_1454730,coffee,5.0,2.0,10.0,2023-07-21
TXN_3243832,cake,2.0,3.0,6.0,2023-08-10
TXN_7501717,sandwich,1.0,4.0,4.0,2023-08-03
TXN_1351151,smoothie,3.0,4.0,4.0,2023-10-03
TXN_6117497,coffee,2.0,2.0,4.0,2023-02-13
TXN_6018740,smoothie,2.0,4.0,8.0,2023-02-06
TXN_3818464,cake,2.0,3.0,6.0,2023-03-02
TXN_2093816,sandwich,3.0,4.0,12.0,2023-04-06
TXN_7694020,cookie,2.0,3.0,2.0,2023-08-06
TXN_5167425,juice,3.0,3.0,15.0,2023-08-04
TXN_7075261,juice,1.0,3.0,3.0,2023-07-29
TXN_2694724,sandwich,2.0,4.0,8.0,2023-06-26
TXN_8285304,cookie,1.0,1.0,1.0,2023-07-09
TXN_7415686,sandwich,3.0,4.0,12.0,2023-04-13
TXN_8877644,cookie,2.0,1.0,2.0,2023-09-01
TXN_7231548,smoothie,3.0,4.0,12.0,2023-11-06
TXN_2879361,juice,3.0,3.0,9.0,2023-11-22
TXN_5956755,sandwich,5.0,4.0,20.0,2023-03-05
TXN_6124342,cake,3.0,3.0,9.0,2023-09-14
TXN_3824443,smoothie,3.0,4.0,12.0,2023-10-08
TXN_6778177,cookie,4.0,1.0,4.0,2023-10-12
TXN_2634410,smoothie,3.0,4.0,12.0,2023-07-15
TXN_6975750,juice,5.0,3.0,15.0,2023-01-08
TXN_9293417,tea,3.0,1.5,8.0,2023-02-06
TXN_7741256,juice,5.0,3.0,15.0,2023-04-24
TXN_3484190,coffee,5.0,2.0,10.0,2023-12-27
TXN_2621008,unknown,2.0,1.0,2.0,2023-10-21
TXN_5429861,cake,1.0,3.0,3.0,2023-03-20
TXN_2828596,coffee,3.0,2.0,4.0,2023-11-25
TXN_6348290,error,4.0,2.0,8.0,2023-01-24
TXN_9813943,salad,2.0,5.0,10.0,2023-04-06
TXN_2364171,juice,4.0,3.0,12.0,2023-05-18
TXN_8002886,coffee,5.0,2.0,10.0,2023-05-28
TXN_9956671,cake,3.0,3.0,9.0,2023-05-05
TXN_7694491,salad,3.0,5.0,15.0,2023-09-01
TXN_7517996,cake,2.0,3.0,6.0,2023-10-22
TXN_1655827,cake,1.0,3.0,3.0,2023-09-06
TXN_6047026,smoothie,2.0,4.0,8.0,2023-03-24
TXN_4225300,sandwich,1.0,4.0,4.0,2023-02-06
TXN_2764962,tea,2.0,1.5,3.0,2023-08-13
TXN_5396727,juice,2.0,3.0,6.0,2023-10-13
TXN_5198827,tea,5.0,1.5,7.5,2023-02-15
TXN_8023817,juice,4.0,3.0,12.0,2023-05-08
TXN_3413185,cake,3.0,3.0,12.0,2023-03-03
TXN_9783452,juice,3.0,3.0,9.0,2023-04-11
TXN_4171507,tea,1.0,1.5,1.5,2023-10-26
TXN_1491299,juice,2.0,3.0,6.0,2023-02-27
TXN_4187327,tea,2.0,1.5,3.0,2023-04-01
TXN_3277379,salad,2.0,5.0,10.0,2023-01-06
TXN_3247340,tea,3.0,1.5,4.5,2023-12-25
TXN_7797321,sandwich,5.0,4.0,20.0,2023-11-26
TXN_7512574,tea,1.0,1.5,1.5,2023-02-06
TXN_3044825,error,1.0,1.5,1.5,2023-08-14
TXN_9019429,smoothie,2.0,4.0,8.0,2023-05-11
TXN_9744862,juice,4.0,3.0,8.0,2023-09-19
TXN_6365371,unknown,2.0,4.0,8.0,2023-06-16
TXN_4543880,salad,3.0,5.0,15.0,2023-07-18
TXN_4064245,juice,3.0,3.0,9.0,2023-02-20
TXN_8777692,coffee,4.0,2.0,8.0,2023-12-06
TXN_9126502,smoothie,5.0,4.0,20.0,2023-09-22
TXN_6626427,cookie,4.0,1.0,4.0,2023-02-13
TXN_4507755,cake,2.0,3.0,6.0,2023-05-10
TXN_3928766,juice,5.0,3.0,15.0,2023-01-14
TXN_9104535,cake,4.0,3.0,8.0,2023-04-13
TXN_4914535,error,2.0,1.0,2.0,2023-02-06
TXN_9981953,juice,3.0,4.0,12.0,2023-02-03
TXN_6627338,juice,5.0,3.0,15.0,2023-12-03
TXN_3555821,sandwich,3.0,4.0,12.0,2023-07-12
TXN_1372991,coffee,4.0,2.0,8.0,2023-11-17
TXN_6364938,coffee,3.0,3.0,6.0,2023-07-16
TXN_3040823,smoothie,1.0,4.0,4.0,2023-10-06
TXN_6755757,unknown,4.0,4.0,16.0,2023-04-05
TXN_4563646,juice,5.0,3.0,15.0,2023-10-10
TXN_3596456,coffee,3.0,2.0,6.0,2023-02-06
TXN_2130415,juice,3.0,2.0,2.0,2023-12-08
TXN_9617421,tea,1.0,1.5,8.0,2023-08-21
TXN_1738607,juice,2.0,3.0,6.0,2023-01-17
TXN_3832513,salad,1.0,5.0,5.0,2023-02-13
TXN_4128086,tea,4.0,1.5,6.0,2023-05-29
TXN_2518917,cookie,1.0,1.0,1.0,2023-05-21
TXN_9489176,juice,5.0,3.0,15.0,2023-01-10
TXN_2004781,sandwich,5.0,3.0,20.0,2023-04-20
TXN_3061266,cookie,4.0,1.0,4.0,2023-12-06
TXN_2036482,cake,1.0,3.0,3.0,2023-06-04
TXN_7217284,salad,3.0,5.0,15.0,2023-12-29
TXN_5055872,sandwich,3.0,4.0,12.0,2023-02-05
TXN_1386024,cake,4.0,3.0,12.0,2023-05-21
TXN_8397155,salad,4.0,5.0,20.0,2023-08-16
TXN_9491244,error,5.0,3.0,15.0,2023-04-19
TXN_4301188,smoothie,4.0,4.0,16.0,2023-12-23
TXN_4522012,coffee,2.0,2.0,8.0,2023-04-13
TXN_4650044,cookie,4.0,1.0,4.0,2023-06-21
TXN_5721215,tea,2.0,1.5,3.0,2023-05-17
TXN_7865220,smoothie,1.0,4.0,4.0,2023-06-28
TXN_1869147,smoothie,4.0,4.0,16.0,2023-11-21
TXN_3377885,sandwich,3.0,4.0,12.0,2023-05-08
TXN_9270865,smoothie,2.0,4.0,8.0,2023-11-06
TXN_7373126,smoothie,2.0,4.0,8.0,2023-11-18
TXN_8097899,coffee,4.0,2.0,8.0,2023-09-05
TXN_6131415,unknown,5.0,1.5,7.5,2023-11-24
TXN_1248436,cake,4.0,3.0,12.0,2023-08-14
TXN_1718733,unknown,3.0,2.0,6.0,2023-05-31
TXN_9063887,cake,5.0,3.0,15.0,2023-07-15
TXN_6064282,smoothie,4.0,4.0,16.0,2023-10-18
TXN_9309509,tea,5.0,3.0,7.5,2023-11-15
TXN_5413274,smoothie,5.0,4.0,20.0,2023-02-10
TXN_5902629,cookie,3.0,1.0,3.0,2023-01-26
TXN_2461859,sandwich,2.0,4.0,8.0,2023-09-23
TXN_6629689,sandwich,2.0,4.0,8.0,2023-05-29
TXN_2806206,sandwich,3.0,4.0,12.0,2023-01-25
TXN_8900579,sandwich,3.0,4.0,12.0,2023-11-01
TXN_2982163,coffee,4.0,2.0,8.0,2023-03-22
TXN_3225132,sandwich,3.0,4.0,12.0,2023-06-26
TXN_6522252,tea,2.0,1.5,3.0,2023-01-14
TXN_5855981,juice,2.0,3.0,6.0,2023-11-09
TXN_4802389,cake,2.0,3.0,6.0,2023-12-14
TXN_7516790,cake,2.0,3.0,6.0,2023-01-08
TXN_2631671,cookie,1.0,1.0,8.0,2023-02-06
TXN_2345373,tea,3.0,1.5,4.5,2023-02-20
TXN_9372046,unknown,3.0,2.0,6.0,2023-04-10
TXN_9402270,coffee,3.0,2.0,6.0,2023-02-09
TXN_9306229,smoothie,2.0,4.0,8.0,2023-09-08
TXN_5379179,cookie,2.0,1.0,2.0,2023-07-08
TXN_1996318,cake,5.0,3.0,8.0,2023-09-04
TXN_2135613,smoothie,3.0,4.0,12.0,2023-04-06
TXN_1461246,smoothie,1.0,4.0,4.0,2023-06-01
TXN_2452624,juice,1.0,3.0,3.0,2023-11-10
TXN_1108663,juice,3.0,3.0,9.0,2023-08-16
TXN_5319247,sandwich,5.0,4.0,20.0,2023-03-02
TXN_3599473,coffee,2.0,2.0,8.0,2023-08-29
TXN_4959129,juice,2.0,3.0,6.0,2023-06-24
TXN_5591145,sandwich,3.0,4.0,12.0,2023-08-22
TXN_9587015,salad,3.0,5.0,15.0,2023-06-25
TXN_7997641,smoothie,2.0,4.0,8.0,2023-12-20
TXN_7943598,unknown,4.0,4.0,16.0,2023-02-06
TXN_6845472,smoothie,5.0,4.0,20.0,2023-12-11
TXN_6915899,salad,3.0,5.0,15.0,2023-05-29
TXN_6211466,juice,2.0,1.5,3.0,2023-09-12
TXN_3200203,error,2.0,3.0,8.0,2023-12-04
TXN_5198524,cake,1.0,3.0,3.0,2023-06-14
TXN_8498613,sandwich,2.0,3.0,8.0,2023-11-08
TXN_3432879,cake,5.0,3.0,15.0,2023-02-05
TXN_6786340,coffee,5.0,2.0,10.0,2023-04-18
TXN_8689246,sandwich,5.0,4.0,20.0,2023-05-16
TXN_4536553,tea,2.0,1.5,3.0,2023-08-17
TXN_9036067,cookie,5.0,1.0,5.0,2023-10-06
TXN_1249069,coffee,2.0,2.0,4.0,2023-01-22
TXN_4068183,smoothie,4.0,4.0,16.0,2023-08-01
TXN_7206160,sandwich,3.0,4.0,8.0,2023-09-07
TXN_7903841,unknown,2.0,3.0,6.0,2023-06-24
TXN_8936663,cookie,4.0,1.0,4.0,2023-11-12
TXN_7771434,coffee,4.0,2.0,8.0,2023-03-26
TXN_6087494,juice,5.0,3.0,15.0,2023-07-05
TXN_2252121,smoothie,3.0,4.0,12.0,2023-02-01
TXN_5358805,coffee,5.0,2.0,10.0,2023-01-01
TXN_2490759,smoothie,3.0,4.0,12.0,2023-11-19
TXN_2605566,cake,2.0,3.0,6.0,2023-12-01
TXN_6691781,coffee,4.0,2.0,8.0,2023-09-07
TXN_1730850,juice,2.0,3.0,6.0,2023-12-15
TXN_7051359,coffee,5.0,2.0,10.0,2023-10-30
TXN_7145672,sandwich,1.0,4.0,4.0,2023-10-11
TXN_5974123,sandwich,2.0,4.0,8.0,2023-06-25
TXN_9833245,cookie,1.0,1.0,1.0,2023-04-30
TXN_1515059,error,4.0,3.0,12.0,2023-10-25
TXN_9690114,coffee,3.0,2.0,4.0,2023-12-01
TXN_7944534,tea,2.0,3.0,3.0,2023-10-13
TXN_6337312,salad,1.0,5.0,5.0,2023-01-11
TXN_5239202,cake,1.0,3.0,3.0,2023-09-14
TXN_1512184,coffee,3.0,2.0,6.0,2023-01-28
TXN_9864212,smoothie,5.0,4.0,20.0,2023-02-06
TXN_6811368,coffee,4.0,2.0,8.0,2023-02-18
TXN_3854036,juice,3.0,3.0,9.0,2023-11-07
TXN_3873656,coffee,3.0,2.0,6.0,2023-09-30
TXN_8792638,tea,3.0,1.5,4.5,2023-07-02
TXN_3493951,smoothie,5.0,4.0,20.0,2023-08-20
TXN_1480967,tea,2.0,1.5,3.0,2023-02-06
TXN_1510315,error,3.0,2.0,6.0,2023-02-28
TXN_7763592,smoothie,1.0,4.0,4.0,2023-02-17
TXN_9710307,error,3.0,1.5,3.0,2023-01-24
TXN_1860406,coffee,2.0,2.0,4.0,2023-06-17
TXN_1663257,juice,3.0,3.0,9.0,2023-04-23
TXN_2743696,cookie,1.0,1.0,1.0,2023-04-28
TXN_7640700,juice,2.0,3.0,6.0,2023-01-15
TXN_3227186,salad,2.0,5.0,10.0,2023-05-05
TXN_7917193,cookie,3.0,1.0,3.0,2023-05-18
TXN_2490435,cookie,1.0,1.0,1.0,2023-03-13
TXN_4698656,smoothie,4.0,4.0,16.0,2023-12-07
TXN_3507334,juice,4.0,3.0,12.0,2023-05-05
TXN_5255023,error,2.0,4.0,8.0,2023-11-15
TXN_8669012,unknown,3.0,1.5,8.0,2023-07-26
TXN_1299959,smoothie,5.0,4.0,20.0,2023-06-23
TXN_8379880,juice,3.0,3.0,9.0,2023-05-24
TXN_4801832,salad,2.0,5.0,10.0,2023-08-05
TXN_3425783,juice,2.0,3.0,6.0,2023-06-15
TXN_4099487,error,5.0,4.0,20.0,2023-01-25
TXN_8878830,coffee,4.0,2.0,8.0,2023-10-11
TXN_7524977,unknown,4.0,3.0,8.0,2023-12-09
TXN_8295101,tea,4.0,1.5,6.0,2023-10-23
TXN_3303114,salad,4.0,5.0,20.0,2023-06-18
TXN_2106437,tea,1.0,1.5,1.5,2023-08-01
TXN_2291713,salad,4.0,5.0,20.0,2023-08-06
TXN_7552449,cake,3.0,3.0,9.0,2023-05-26
TXN_9021000,coffee,3.0,2.0,6.0,2023-01-20
TXN_4551806,tea,1.0,1.5,1.5,2023-01-09
TXN_5313211,smoothie,5.0,4.0,20.0,2023-05-04
TXN_2282283,cookie,2.0,1.0,2.0,2023-02-23
TXN_3193321,smoothie,3.0,4.0,12.0,2023-08-15
TXN_7211769,juice,1.0,3.0,3.0,2023-09-11
TXN_6643951,unknown,1.0,4.0,4.0,2023-01-07
TXN_1653570,coffee,5.0,2.0,10.0,2023-10-10
TXN_3722720,salad,2.0,5.0,10.0,2023-06-27
TXN_7624646,smoothie,2.0,4.0,8.0,2023-03-24
TXN_6725579,tea,2.0,1.5,3.0,2023-02-21
TXN_4015101,sandwich,1.0,4.0,4.0,2023-01-18
TXN_6037712,salad,3.0,5.0,15.0,2023-08-10
TXN_6845225,tea,4.0,1.5,6.0,2023-02-21
TXN_5214219,salad,4.0,5.0,20.0,2023-03-22
TXN_3388054,coffee,5.0,2.0,10.0,2023-11-13
TXN_5817991,smoothie,4.0,4.0,16.0,2023-05-24
TXN_2916247,salad,3.0,3.0,15.0,2023-09-03
TXN_9798525,coffee,2.0,2.0,4.0,2023-11-05
TXN_4974012,sandwich,5.0,3.0,20.0,2023-05-17
TXN_7644000,cake,2.0,3.0,6.0,2023-02-07
TXN_1482123,coffee,1.0,2.0,2.0,2023-06-17
TXN_5622313,salad,2.0,5.0,10.0,2023-01-07
TXN_5737831,juice,4.0,3.0,12.0,2023-05-15
TXN_3446033,cookie,3.0,1.0,3.0,2023-02-15
TXN_6249754,smoothie,1.0,4.0,4.0,2023-10-21
TXN_9729280,tea,3.0,1.5,4.5,2023-11-06
TXN_9551638,salad,3.0,5.0,15.0,2023-06-25
TXN_5158607,smoothie,4.0,3.0,16.0,2023-03-24
TXN_1045022,sandwich,4.0,4.0,16.0,2023-10-13
TXN_5818032,unknown,1.0,1.0,1.0,2023-04-19
TXN_5404249,error,1.0,4.0,4.0,2023-10-04
TXN_5484423,juice,2.0,2.0,4.0,2023-08-26
TXN_4598397,coffee,4.0,2.0,8.0,2023-09-13
TXN_3849488,salad,3.0,3.0,5.0,2023-03-01
TXN_9186913,cookie,2.0,1.0,2.0,2023-10-16
TXN_9507002,smoothie,1.0,4.0,4.0,2023-05-08
TXN_4423218,cookie,3.0,1.0,3.0,2023-05-29
TXN_4851339,sandwich,1.0,4.0,4.0,2023-02-01
TXN_3274105,cookie,5.0,1.0,5.0,2023-07-28
TXN_2810280,smoothie,1.0,4.0,4.0,2023-06-25
TXN_9901424,cookie,3.0,1.0,3.0,2023-05-30
TXN_3880417,cookie,1.0,1.0,1.0,2023-06-27
TXN_3756680,tea,2.0,1.5,3.0,2023-08-30
TXN_2334523,coffee,3.0,2.0,10.0,2023-08-17
TXN_8611913,tea,5.0,1.5,7.5,2023-07-16
